country,continent,risk_cluster,cluster_reason,cases,deaths,tests,recovered,cases_per_100k,deaths_per_100k,tests_per_100k,recovery_rate,death_rate
Solomon-Islands,Oceania,High Risk,"low recovery rate, low testing per 100k",25954,199.0,0.0,0.0,3598.9289463211303,27.594469458191604,0.0,0.0,0.7667411574323804
Costa-Rica,North-America,High Risk,low recovery rate,1238883,9428.0,4659757.0,0.0,23905.79647781684,181.92504796083014,89915.83747463026,0.0,0.7610081016528599
Turkey,Asia,High Risk,low recovery rate,17232066,102174.0,162743369.0,0.0,20139.86446502825,119.41519443169476,190205.24841548773,0.0,0.59292948390518
Saint-Martin,North-America,High Risk,low recovery rate,12324,63.0,112382.0,0.0,31019.380820538634,158.57034986156557,282864.3342562295,0.0,0.5111976630963972
Guadeloupe,North-America,High Risk,"high cases per 100k, high deaths per 100k, low recovery rate",203235,1021.0,938039.0,0.0,50834.929988944314,255.38152148356403,234630.58475114682,0.0,0.5023740989494919
Martinique,North-America,High Risk,"high cases per 100k, high deaths per 100k, low recovery rate",230354,1102.0,828928.0,0.0,61577.65439590256,294.58388022037656,221586.95704475165,0.0,0.4783941238268057
Estonia,Europe,High Risk,"high cases per 100k, high deaths per 100k, low recovery rate",628070,3001.0,6968103.0,0.0,47512.31173075322,227.01999379685455,527123.8586590616,0.0,0.4778129826293247
Mayotte,Africa,High Risk,low recovery rate,42027,188.0,176919.0,0.0,14681.459796897214,65.67479101093765,61803.82101523445,0.0,0.44733147738358675
Macao,Asia,High Risk,"low recovery rate, low testing per 100k",27673,123.0,7850.0,3487.0,4145.829900073409,18.427242355690723,1176.0475812371722,12.600729953384166,0.44447656560546384
Liechtenstein,Europe,High Risk,"high cases per 100k, high deaths per 100k, low recovery rate",21574,94.0,112457.0,0.0,56201.318154583576,244.87456691067288,292955.9486284419,0.0,0.4357096505052378
French-Guiana,South-America,High Risk,low recovery rate,98041,420.0,651257.0,11254.0,31206.452578071036,133.6860097590787,207295.11823254364,11.478871084546261,0.42839220326190064
New-Caledonia,Oceania,High Risk,low recovery rate,80064,314.0,98964.0,0.0,27521.440970730284,107.9353075640651,34018.184005637384,0.0,0.3921862509992006
Monaco,Europe,High Risk,"high cases per 100k, low recovery rate",17181,67.0,78646.0,0.0,43186.7883266722,168.41364401880202,197687.45444033883,0.0,0.3899656597404109
Kuwait,Asia,High Risk,low recovery rate,667158,2570.0,8455743.0,0.0,15230.784192774694,58.67143221760207,193039.12539842926,0.0,0.3852160957374415
Laos,Asia,High Risk,low recovery rate,218970,758.0,1233207.0,0.0,2927.0061059830987,10.132304097982322,16484.470105224915,0.0,0.3461661414805681
Andorra,Europe,High Risk,"high cases per 100k, high deaths per 100k, low recovery rate",48015,165.0,249838.0,0.0,61984.43127686767,213.00491847720846,322525.59286368976,0.0,0.3436426116838488
Luxembourg,Europe,High Risk,"high cases per 100k, low recovery rate",391232,1232.0,4587145.0,0.0,60904.36834788619,191.78947991114168,714095.9040803523,0.0,0.31490266644855225
Anguilla,North-America,High Risk,low recovery rate,3904,12.0,51382.0,0.0,25633.61785948785,78.79185817465527,337373.6047275115,0.0,0.3073770491803279
Isle-of-Man,Europe,High Risk,"high cases per 100k, low recovery rate",38008,116.0,150753.0,0.0,44333.50440908879,135.30537022348716,175842.15928708066,0.0,0.3051989054935803
Micronesia,Oceania,High Risk,low recovery rate,26547,65.0,82430.0,0.0,22595.30679467865,55.3243282349837,70159.7596370724,0.0,0.24484875880513807
Wallis-and-Futuna,Oceania,High Risk,low recovery rate,3550,8.0,20508.0,438.0,32325.623747951195,72.846476051721,186741.94135858677,12.338028169014084,0.22535211267605634
Japan,Asia,High Risk,low recovery rate,33803572,74694.0,100414883.0,0.0,26916.92129268025,59.476925072754405,79957.80748628269,0.0,0.2209648140143296
R&eacute;union,Africa,High Risk,"high cases per 100k, low recovery rate",494595,921.0,1603660.0,0.0,54467.1558408521,101.42490427405208,176602.67316843252,0.0,0.18621296212052285
Samoa,Oceania,High Risk,low recovery rate,17006,31.0,187397.0,1605.0,8408.86278116486,15.328398577920183,92661.15833246803,9.43784546630601,0.18228860402210986
Greenland,North-America,High Risk,low recovery rate,11971,21.0,164926.0,2761.0,21011.7072999491,36.85956505713233,289480.9822196479,23.06407150613984,0.1754239411912121
Cayman-Islands,North-America,High Risk,"high cases per 100k, low recovery rate",31472,37.0,222773.0,8553.0,46779.73155759026,54.996506978610824,331128.0229498937,27.17653787493645,0.1175648195221149
Iceland,Europe,High Risk,"high cases per 100k, low recovery rate",209906,229.0,1996384.0,0.0,60773.09036373059,66.30128578170374,578003.6074848071,0.0,0.10909645269787428
St-Barth,North-America,High Risk,"high cases per 100k, low recovery rate",5507,6.0,78646.0,0.0,55374.56008044244,60.3318250377074,790809.4519859226,0.0,0.10895224260032686
Tuvalu,Oceania,High Risk,"low recovery rate, low testing per 100k",2943,1.0,0.0,0.0,24390.850323222276,8.28775070445881,0.0,0.0,0.03397893306150187
Saint-Helena,Africa,High Risk,"high cases per 100k, low recovery rate, low testing per 100k",2166,0.0,0.0,2.0,35421.09566639412,0.0,0.0,0.09233610341643582,0.0
Tokelau,Oceania,High Risk,"low recovery rate, low testing per 100k",80,0.0,0.0,0.0,5805.515239477504,0.0,0.0,0.0,0.0
Sudan,Africa,Moderate Risk,"high death rate, low testing per 100k",63993,5046.0,562941.0,58947.0,139.139355044636,10.971468528670844,1223.9971195002959,92.11476255215413,7.885237447845858
Syria,Asia,Moderate Risk,"high death rate, low testing per 100k",57743,3165.0,146269.0,54578.0,298.18522867950827,16.344080646496437,755.3340701682108,94.51881613355731,5.481183866442685
Somalia,Africa,Moderate Risk,"high death rate, low recovery rate, low testing per 100k",27334,1361.0,400466.0,13182.0,162.29861484479534,8.08108636876295,2377.810678731097,48.225653032852854,4.979146850076828
Egypt,Africa,Moderate Risk,"high death rate, low testing per 100k",516023,24613.0,3693367.0,442182.0,486.09559159963277,23.185537846262203,3479.1654962270304,85.69036651467086,4.769748635235251
Mexico,North-America,Moderate Risk,"high deaths per 100k, high death rate",7702809,334958.0,20013810.0,6899865.0,5854.854593668793,254.59937861449134,15212.365698709968,89.57595858861357,4.348517534317676
Liberia,Africa,Moderate Risk,"high death rate, low testing per 100k",8090,295.0,139824.0,7783.0,152.49428052199414,5.560669067242061,2635.644039518827,96.20519159456119,3.646477132262052
Afghanistan,Asia,Moderate Risk,"high death rate, low testing per 100k",234174,7996.0,1390730.0,211080.0,574.5982493958687,19.61997319159841,3412.4668980429788,90.13810243664967,3.414554989025255
Ecuador,South-America,Moderate Risk,high death rate,1070188,36043.0,3082403.0,1034145.0,5908.279529127698,198.98571005127098,17017.2890608209,96.63208707255174,3.3679129274482613
Niger,Africa,Moderate Risk,"high death rate, low testing per 100k",9931,312.0,254538.0,8890.0,38.07364457288586,1.1961511536341143,975.8523152042312,89.51767193636088,3.141677575269359
Myanmar,Asia,Moderate Risk,high death rate,641873,19495.0,11711514.0,620159.0,1162.241907027492,35.2996713952775,21206.083392725926,96.61708780397367,3.0372051792176955
Gambia,Africa,Moderate Risk,"high death rate, low testing per 100k",12626,372.0,155686.0,12189.0,493.4957525595255,14.539871689540906,6085.092644779209,96.53888800887059,2.946301283066688
Algeria,Africa,Moderate Risk,"high death rate, low testing per 100k",272010,6881.0,230960.0,183061.0,599.799586100579,15.173048608352943,509.281689665048,67.2993639939708,2.5296864085879194
Chad,Africa,Moderate Risk,"high death rate, low recovery rate, low testing per 100k",7701,194.0,191341.0,4874.0,44.224105554400644,1.1140730395472958,1098.8033477320573,63.290481755616156,2.519153356706921
South-Africa,Africa,Moderate Risk,high death rate,4076463,102595.0,26795090.0,3912506.0,6709.549578820312,168.86360529681488,44102.69020568869,95.97795932405127,2.5167651466479644
Sri-Lanka,Asia,Moderate Risk,high death rate,672754,16897.0,6486117.0,655852.0,3118.089203656571,78.31444075276413,30061.941499200817,97.48764035591019,2.5116164303742528
Haiti,North-America,Moderate Risk,"high death rate, low testing per 100k",34667,860.0,132422.0,33734.0,296.7993155645287,7.3628353011652194,1133.7225305243032,97.30867972423341,2.4807453774482937
Mauritius,Africa,Moderate Risk,high death rate,43025,1051.0,358675.0,41278.0,3375.2325007629083,82.44902634054193,28137.39726231577,95.93957001743173,2.442765833817548
Namibia,Africa,Moderate Risk,high death rate,172389,4106.0,1062663.0,167099.0,6545.073910141487,155.8920434310829,40346.00743999143,96.93135872938528,2.381822506076374
Indonesia,Asia,Moderate Risk,high death rate,6829221,162063.0,114158919.0,6647104.0,2446.569978870939,58.05910666615723,40897.45873588792,97.33326831859739,2.373081790734258
Mali,Africa,Moderate Risk,"high death rate, low testing per 100k",33164,743.0,804909.0,32332.0,154.43962222924682,3.460036163198962,3748.336807650489,97.49125557833796,2.2403811361717527
Bahamas,North-America,Moderate Risk,"high deaths per 100k, high death rate",38084,844.0,257839.0,36366.0,9508.733733483805,210.7281606727322,64376.70405177322,95.4889192311732,2.2161537653607817
Senegal,Africa,Moderate Risk,"high death rate, low testing per 100k",89053,1971.0,1146543.0,87024.0,504.44465629839823,11.164816654847595,6494.643522018735,97.72158153010005,2.213288715708623
Cambodia,Asia,Moderate Risk,high death rate,139103,3056.0,3091420.0,136044.0,810.2156495922594,17.799896660416707,18006.20305430151,97.80091011696369,2.196933207766907
Zimbabwe,Africa,Moderate Risk,high death rate,266359,5740.0,2525756.0,258888.0,1737.3397963973089,37.439434865428055,16474.36885853033,97.19513889149607,2.1549863154614637
Uganda,Africa,Moderate Risk,"high death rate, low recovery rate, low testing per 100k",172149,3632.0,3012408.0,100431.0,355.438413789414,7.4990404758851446,6219.760330914156,58.33957792377533,2.1098002311950697
El-Salvador,North-America,Moderate Risk,high death rate,201855,4230.0,2610114.0,179410.0,3081.572712704543,64.57631752862311,39846.70223401999,88.88063213692998,2.0955636471724755
Madagascar,Africa,Moderate Risk,"high death rate, low testing per 100k",68486,1426.0,531329.0,66862.0,234.71731875956044,4.887230916554234,1820.9870376310266,97.62871243757849,2.082177379318401
Africa,Africa,Moderate Risk,high death rate,12860924,258892.0,0.0,12090808.0,,,,94.01196990200704,2.0130124398526887
Lesotho,Africa,Moderate Risk,high death rate,36138,723.0,431221.0,25980.0,1660.983435668261,33.23069965100871,19819.883173177906,71.89108417732028,2.0006641208699985
South-America,South-America,Moderate Risk,high death rate,70200879,1367332.0,0.0,66683585.0,,,,94.98967242276268,1.947741993373046
Pakistan,Asia,Moderate Risk,high death rate,1581936,30664.0,30589153.0,1538689.0,689.3297898198987,13.361860830676699,13329.246194699865,97.26619787399743,1.9383843594178274
Eswatini,Africa,Moderate Risk,high death rate,75191,1427.0,1048704.0,73116.0,6346.212115457493,120.44054060669285,88511.89677393218,97.2403612134431,1.8978335173092526
Bolivia,South-America,Moderate Risk,high death rate,1212131,22407.0,2710261.0,1177145.0,10107.277320386744,186.8393456795559,22599.33912888021,97.11367830704766,1.8485625728572244
Guinea-Bissau,Africa,Moderate Risk,"high death rate, low testing per 100k",9614,177.0,145231.0,8929.0,465.9374701640571,8.578212213338682,7038.544282233844,92.87497399625546,1.841065113376326
Diamond-Princess,Unknown,Moderate Risk,high death rate,712,13.0,0.0,699.0,,,,98.17415730337079,1.8258426966292134
Burkina-Faso,Africa,Moderate Risk,"high death rate, low testing per 100k",22114,400.0,248995.0,21596.0,100.05050030226887,1.8097223533014177,1126.5295434007162,97.65759247535499,1.8088088993397848
Angola,Africa,Moderate Risk,"high death rate, low testing per 100k",107327,1937.0,1499795.0,103419.0,306.409195810256,5.5299655472012255,4281.783519806227,96.358791357254,1.804764877430656
Comoros,Africa,Moderate Risk,low testing per 100k,9109,161.0,0.0,8939.0,1003.8361550727943,17.742630471700505,0.0,98.13371390932045,1.7674827094082777
Guyana,South-America,Moderate Risk,mixed values without severe extremes,74137,1300.0,733218.0,72013.0,9336.62449861154,163.71868093118147,92339.60291923002,97.13503378879642,1.7535103929212135
Kenya,Africa,Moderate Risk,low testing per 100k,344130,5689.0,3967062.0,337309.0,612.1651643066564,10.120034927906804,7056.9179119655155,98.01790021212913,1.6531543312120418
Philippines,Asia,Moderate Risk,mixed values without severe extremes,4140383,66864.0,36102746.0,4067381.0,3680.0462370146156,59.429915443026715,32088.764388027503,98.23682978120624,1.6149230638808052
Antigua-and-Barbuda,North-America,Moderate Risk,mixed values without severe extremes,9106,146.0,18901.0,8954.0,9150.931071561366,146.72039715000653,18994.261825563517,98.33077092027234,1.6033384581594552
Cameroon,Africa,Moderate Risk,low testing per 100k,125379,1974.0,1751774.0,123280.0,449.2011693511231,7.072341526883425,6276.162110392444,98.32587594413738,1.5744263393391238
Guatemala,North-America,Moderate Risk,mixed values without severe extremes,1291293,20289.0,7593848.0,1269891.0,6948.398031235298,109.1743296492221,40862.20438947637,98.34259149550103,1.571215827856265
Mauritania,Africa,Moderate Risk,mixed values without severe extremes,63848,997.0,1009957.0,62471.0,1302.4938285154512,20.33871612313471,20603.037833071976,97.84331537401329,1.561521112642526
Congo,Africa,Moderate Risk,low testing per 100k,25375,386.0,347815.0,24006.0,437.66563380451737,6.65769200585394,5999.080686570176,94.60492610837439,1.5211822660098522
Ethiopia,Africa,Moderate Risk,low testing per 100k,501157,7574.0,5565340.0,488171.0,414.82146189633147,6.269208556206567,4606.585311090395,97.40879604594967,1.5113028452161696
DRC,Africa,Moderate Risk,low testing per 100k,99338,1468.0,846704.0,84489.0,104.30194658608046,1.5413563549534532,889.0140266788205,85.05204453482051,1.4777829229499284
Kyrgyzstan,Asia,Moderate Risk,mixed values without severe extremes,206897,2991.0,1907195.0,196406.0,3075.039634996866,44.45421416586817,28345.98963091707,94.92936098638452,1.44564686776512
Papua-New-Guinea,Oceania,Moderate Risk,low testing per 100k,46864,670.0,249149.0,46168.0,504.33865333271496,7.21037251905341,2681.2792578352805,98.51485148514851,1.4296688289518606
North-America,North-America,Moderate Risk,mixed values without severe extremes,131889132,1695941.0,0.0,127665129.0,,,,96.7973077569424,1.2858838133835016
St-Vincent-Grenadines,North-America,Moderate Risk,mixed values without severe extremes,9674,124.0,114197.0,9493.0,8672.26649693862,111.15991788509291,102372.00921551578,98.1290055819723,1.281786231135001
